RecordID,Country,Gender,Age,Question Type,Value
1,Afghanistan,F,15-24,1,17.3
1,Afghanistan,F,25-34,1,18.2
1,Afghanistan,F,35-49,1,18.8
1,Afghanistan,M,25-34,1,8.2
1,Afghanistan,M,35-49,1,8.6
1,Afghanistan,M,15-24,1,9.4
351,Afghanistan,F,15-24,2,80.1
351,Afghanistan,F,25-34,2,81.5
351,Afghanistan,F,35-49,2,79.0
71,Afghanistan,F,15-24,3,57.5
71,Afghanistan,F,25-34,3,60.0
71,Afghanistan,F,35-49,3,59.8
141,Afghanistan,F,15-24,4,67.7
141,Afghanistan,F,25-34,4,68.5
141,Afghanistan,F,35-49,4,64.7
211,Afghanistan,F,15-24,5,46.5
211,Afghanistan,F,25-34,5,50.2
211,Afghanistan,F,35-49,5,48.1
281,Afghanistan,F,15-24,6,32.1
281,Afghanistan,F,25-34,6,34.3
281,Afghanistan,F,35-49,6,33.5
351,Afghanistan,M,15-24,2,74.1
351,Afghanistan,M,25-34,2,70.5
351,Afghanistan,M,35-49,2,73.6
71,Afghanistan,M,15-24,3,44.4
71,Afghanistan,M,25-34,3,44.6
71,Afghanistan,M,35-49,3,46.6
141,Afghanistan,M,15-24,4,63.3
141,Afghanistan,M,25-34,4,60.4
141,Afghanistan,M,35-49,4,61.0
211,Afghanistan,M,15-24,5,24.8
211,Afghanistan,M,25-34,5,27.0
211,Afghanistan,M,35-49,5,25.7
281,Afghanistan,M,15-24,6,21.3
281,Afghanistan,M,25-34,6,18.5
281,Afghanistan,M,35-49,6,20.1
2,Albania,F,15-24,1,0.6
2,Albania,F,25-34,1,0.8
2,Albania,F,35-49,1,1.0
2,Albania,M,25-34,1,0.2
2,Albania,M,35-49,1,0.4
2,Albania,M,15-24,1,0.9
352,Albania,F,15-24,2,4.7
352,Albania,F,25-34,2,6.9
352,Albania,F,35-49,2,8.2
72,Albania,F,15-24,3,1.0
72,Albania,F,25-34,3,1.7
72,Albania,F,35-49,3,2.4
142,Albania,F,15-24,4,2.0
142,Albania,F,25-34,4,3.7
142,Albania,F,35-49,4,4.8
212,Albania,F,15-24,5,3.5
212,Albania,F,25-34,5,5.4
212,Albania,F,35-49,5,6.3
282,Albania,F,15-24,6,0.6
282,Albania,F,25-34,6,1.1
282,Albania,F,35-49,6,1.0
352,Albania,M,15-24,2,10.9
352,Albania,M,25-34,2,11.3
352,Albania,M,35-49,2,11.8
72,Albania,M,15-24,3,4.4
72,Albania,M,25-34,3,3.5
72,Albania,M,35-49,3,4.2
142,Albania,M,15-24,4,5.3
142,Albania,M,25-34,4,6.1
142,Albania,M,35-49,4,7.8
212,Albania,M,15-24,5,7.1
212,Albania,M,25-34,5,8.6
212,Albania,M,35-49,5,8.3
282,Albania,M,15-24,6,3.0
282,Albania,M,25-34,6,2.5
282,Albania,M,35-49,6,1.1
3,Angola,F,25-34,1,10.0
3,Angola,F,15-24,1,10.6
3,Angola,F,35-49,1,11.0
3,Angola,M,35-49,1,3.7
3,Angola,M,25-34,1,5.3
3,Angola,M,15-24,1,7.7
353,Angola,F,15-24,2,24.9
353,Angola,F,25-34,2,24.4
353,Angola,F,35-49,2,26.6
73,Angola,F,15-24,3,14.9
73,Angola,F,25-34,3,14.1
73,Angola,F,35-49,3,17.1
143,Angola,F,15-24,4,13.8
143,Angola,F,25-34,4,14.0
143,Angola,F,35-49,4,16.3
213,Angola,F,15-24,5,16.5
213,Angola,F,25-34,5,15.6
213,Angola,F,35-49,5,16.7
283,Angola,F,15-24,6,10.0
283,Angola,F,25-34,6,11.6
283,Angola,F,35-49,6,14.0
353,Angola,M,15-24,2,23.4
353,Angola,M,25-34,2,18.5
353,Angola,M,35-49,2,15.7
73,Angola,M,15-24,3,12.6
73,Angola,M,25-34,3,10.6
73,Angola,M,35-49,3,7.7
143,Angola,M,15-24,4,8.9
143,Angola,M,25-34,4,8.1
143,Angola,M,35-49,4,7.0
213,Angola,M,15-24,5,13.5
213,Angola,M,25-34,5,10.7
213,Angola,M,35-49,5,9.3
283,Angola,M,15-24,6,6.3
283,Angola,M,25-34,6,5.5
283,Angola,M,35-49,6,4.4
4,Armenia,F,15-24,1,0.3
4,Armenia,F,25-34,1,0.4
4,Armenia,F,35-49,1,0.4
4,Armenia,M,15-24,1,0.7
4,Armenia,M,25-34,1,0.7
4,Armenia,M,35-49,1,0.7
354,Armenia,F,15-24,2,8.7
354,Armenia,F,25-34,2,10.4
354,Armenia,F,35-49,2,10.8
74,Armenia,F,15-24,3,5.1
74,Armenia,F,25-34,3,6.4
74,Armenia,F,35-49,3,6.5
144,Armenia,F,15-24,4,4.7
144,Armenia,F,25-34,4,5.5
144,Armenia,F,35-49,4,5.3
214,Armenia,F,15-24,5,7.1
214,Armenia,F,25-34,5,8.9
214,Armenia,F,35-49,5,9.4
284,Armenia,F,15-24,6,0.6
284,Armenia,F,25-34,6,0.9
284,Armenia,F,35-49,6,0.8
354,Armenia,M,15-24,2,24.3
354,Armenia,M,25-34,2,23.0
354,Armenia,M,35-49,2,20.9
74,Armenia,M,15-24,3,15.6
74,Armenia,M,25-34,3,16.8
74,Armenia,M,35-49,3,15.9
144,Armenia,M,15-24,4,13.8
144,Armenia,M,25-34,4,10.5
144,Armenia,M,35-49,4,11.1
214,Armenia,M,15-24,5,18.9
214,Armenia,M,25-34,5,16.6
214,Armenia,M,35-49,5,16.4
284,Armenia,M,15-24,6,1.0
284,Armenia,M,25-34,6,1.4
284,Armenia,M,35-49,6,2.3
5,Azerbaijan,F,15-24,1,10.7
5,Azerbaijan,F,25-34,1,12.8
5,Azerbaijan,F,35-49,1,12.9
5,Azerbaijan,M,25-34,1,5.5
5,Azerbaijan,M,35-49,1,6.0
5,Azerbaijan,M,15-24,1,9.4
355,Azerbaijan,F,15-24,2,43.7
355,Azerbaijan,F,25-34,2,52.0
355,Azerbaijan,F,35-49,2,51.5
75,Azerbaijan,F,15-24,3,27.9
75,Azerbaijan,F,25-34,3,33.2
75,Azerbaijan,F,35-49,3,32.9
145,Azerbaijan,F,15-24,4,36.9
145,Azerbaijan,F,25-34,4,46.1
145,Azerbaijan,F,35-49,4,44.9
215,Azerbaijan,F,15-24,5,30.9
215,Azerbaijan,F,25-34,5,35.8
215,Azerbaijan,F,35-49,5,36.9
285,Azerbaijan,F,15-24,6,11.7
285,Azerbaijan,F,25-34,6,15.3
285,Azerbaijan,F,35-49,6,15.6
355,Azerbaijan,M,15-24,2,63.5
355,Azerbaijan,M,25-34,2,58.9
355,Azerbaijan,M,35-49,2,53.9
75,Azerbaijan,M,15-24,3,55.8
75,Azerbaijan,M,25-34,3,53.1
75,Azerbaijan,M,35-49,3,47.6
145,Azerbaijan,M,15-24,4,45.7
145,Azerbaijan,M,25-34,4,42.3
145,Azerbaijan,M,35-49,4,34.2
215,Azerbaijan,M,15-24,5,39.4
215,Azerbaijan,M,25-34,5,35.4
215,Azerbaijan,M,35-49,5,30.3
285,Azerbaijan,M,15-24,6,15.2
285,Azerbaijan,M,25-34,6,10.3
285,Azerbaijan,M,35-49,6,9.7
6,Bangladesh,F,15-24,1,3.6
6,Bangladesh,F,25-34,1,4.1
6,Bangladesh,F,35-49,1,5.2
6,Bangladesh,M,15-24,1,0.0
6,Bangladesh,M,25-34,1,0.0
6,Bangladesh,M,35-49,1,0.0
356,Bangladesh,F,15-24,2,27.9
356,Bangladesh,F,25-34,2,27.7
356,Bangladesh,F,35-49,2,29.2
76,Bangladesh,F,15-24,3,19.8
76,Bangladesh,F,25-34,3,19.3
76,Bangladesh,F,35-49,3,20.7
146,Bangladesh,F,15-24,4,13.9
146,Bangladesh,F,25-34,4,13.7
146,Bangladesh,F,35-49,4,15.6
216,Bangladesh,F,15-24,5,14.6
216,Bangladesh,F,25-34,5,14.7
216,Bangladesh,F,35-49,5,15.4
286,Bangladesh,F,15-24,6,5.9
286,Bangladesh,F,25-34,6,7.4
286,Bangladesh,F,35-49,6,8.1
356,Bangladesh,M,15-24,2,0.0
356,Bangladesh,M,25-34,2,0.0
356,Bangladesh,M,35-49,2,0.0
76,Bangladesh,M,15-24,3,0.0
76,Bangladesh,M,25-34,3,0.0
76,Bangladesh,M,35-49,3,0.0
146,Bangladesh,M,15-24,4,0.0
146,Bangladesh,M,25-34,4,0.0
146,Bangladesh,M,35-49,4,0.0
216,Bangladesh,M,15-24,5,0.0
216,Bangladesh,M,25-34,5,0.0
216,Bangladesh,M,35-49,5,0.0
286,Bangladesh,M,15-24,6,0.0
286,Bangladesh,M,25-34,6,0.0
286,Bangladesh,M,35-49,6,0.0
7,Benin,F,15-24,1,13.2
7,Benin,F,25-34,1,13.4
7,Benin,F,35-49,1,15.5
7,Benin,M,35-49,1,5.3
7,Benin,M,25-34,1,6.5
7,Benin,M,15-24,1,8.3
357,Benin,F,15-24,2,29.8
357,Benin,F,25-34,2,32.7
357,Benin,F,35-49,2,33.7
77,Benin,F,15-24,3,19.1
77,Benin,F,25-34,3,21.7
77,Benin,F,35-49,3,22.3
147,Benin,F,15-24,4,18.7
147,Benin,F,25-34,4,22.2
147,Benin,F,35-49,4,23.7
217,Benin,F,15-24,5,20.5
217,Benin,F,25-34,5,23.5
217,Benin,F,35-49,5,24.5
287,Benin,F,15-24,6,11.4
287,Benin,F,25-34,6,12.9
287,Benin,F,35-49,6,14.5
357,Benin,M,15-24,2,17.3
357,Benin,M,25-34,2,15.9
357,Benin,M,35-49,2,12.8
77,Benin,M,15-24,3,11.1
77,Benin,M,25-34,3,10.2
77,Benin,M,35-49,3,7.4
147,Benin,M,15-24,4,10.5
147,Benin,M,25-34,4,8.3
147,Benin,M,35-49,4,7.2
217,Benin,M,15-24,5,11.2
217,Benin,M,25-34,5,9.7
217,Benin,M,35-49,5,6.6
287,Benin,M,15-24,6,7.7
287,Benin,M,25-34,6,7.9
287,Benin,M,35-49,6,5.1
8,Bolivia,F,25-34,1,2.6
8,Bolivia,F,15-24,1,3.4
8,Bolivia,F,35-49,1,3.8
8,Bolivia,M,15-24,1,0.0
8,Bolivia,M,25-34,1,0.0
8,Bolivia,M,35-49,1,0.0
358,Bolivia,F,15-24,2,15.6
358,Bolivia,F,25-34,2,15.0
358,Bolivia,F,35-49,2,17.6
78,Bolivia,F,15-24,3,5.0
78,Bolivia,F,25-34,3,5.0
78,Bolivia,F,35-49,3,5.7
148,Bolivia,F,15-24,4,5.3
148,Bolivia,F,25-34,4,5.2
148,Bolivia,F,35-49,4,7.3
218,Bolivia,F,15-24,5,11.9
218,Bolivia,F,25-34,5,11.7
218,Bolivia,F,35-49,5,13.2
288,Bolivia,F,15-24,6,1.8
288,Bolivia,F,25-34,6,2.1
288,Bolivia,F,35-49,6,2.9
358,Bolivia,M,15-24,2,0.0
358,Bolivia,M,25-34,2,0.0
358,Bolivia,M,35-49,2,0.0
78,Bolivia,M,15-24,3,0.0
78,Bolivia,M,25-34,3,0.0
78,Bolivia,M,35-49,3,0.0
148,Bolivia,M,15-24,4,0.0
148,Bolivia,M,25-34,4,0.0
148,Bolivia,M,35-49,4,0.0
218,Bolivia,M,15-24,5,0.0
218,Bolivia,M,25-34,5,0.0
218,Bolivia,M,35-49,5,0.0
288,Bolivia,M,15-24,6,0.0
288,Bolivia,M,25-34,6,0.0
288,Bolivia,M,35-49,6,0.0
9,Burkina Faso,F,15-24,1,9.2
9,Burkina Faso,F,25-34,1,9.4
9,Burkina Faso,F,35-49,1,11.0
9,Burkina Faso,M,35-49,1,6.1
9,Burkina Faso,M,25-34,1,6.5
9,Burkina Faso,M,15-24,1,9.4
359,Burkina Faso,F,15-24,2,40.8
359,Burkina Faso,F,25-34,2,43.0
359,Burkina Faso,F,35-49,2,47.6
79,Burkina Faso,F,15-24,3,28.3
79,Burkina Faso,F,25-34,3,30.2
79,Burkina Faso,F,35-49,3,35.0
149,Burkina Faso,F,15-24,4,27.4
149,Burkina Faso,F,25-34,4,29.9
149,Burkina Faso,F,35-49,4,34.6
219,Burkina Faso,F,15-24,5,27.9
219,Burkina Faso,F,25-34,5,29.6
219,Burkina Faso,F,35-49,5,34.6
289,Burkina Faso,F,15-24,6,17.7
289,Burkina Faso,F,25-34,6,19.6
289,Burkina Faso,F,35-49,6,22.3
359,Burkina Faso,M,15-24,2,37.1
359,Burkina Faso,M,25-34,2,31.7
359,Burkina Faso,M,35-49,2,32.7
79,Burkina Faso,M,15-24,3,20.9
79,Burkina Faso,M,25-34,3,19.4
79,Burkina Faso,M,35-49,3,19.5
149,Burkina Faso,M,15-24,4,19.7
149,Burkina Faso,M,25-34,4,16.3
149,Burkina Faso,M,35-49,4,16.6
219,Burkina Faso,M,15-24,5,21.6
219,Burkina Faso,M,25-34,5,18.8
219,Burkina Faso,M,35-49,5,19.5
289,Burkina Faso,M,15-24,6,12.7
289,Burkina Faso,M,25-34,6,9.2
289,Burkina Faso,M,35-49,6,10.4
10,Burundi,F,35-49,1,20.4
10,Burundi,F,25-34,1,20.5
10,Burundi,F,15-24,1,24.3
10,Burundi,M,25-34,1,3.3
10,Burundi,M,35-49,1,3.5
10,Burundi,M,15-24,1,7.2
360,Burundi,F,15-24,2,62.7
360,Burundi,F,25-34,2,61.1
360,Burundi,F,35-49,2,61.2
80,Burundi,F,15-24,3,30.5
80,Burundi,F,25-34,3,29.3
80,Burundi,F,35-49,3,30.4
150,Burundi,F,15-24,4,39.8
150,Burundi,F,25-34,4,38.3
150,Burundi,F,35-49,4,39.4
220,Burundi,F,15-24,5,52.7
220,Burundi,F,25-34,5,51.2
220,Burundi,F,35-49,5,51.0
290,Burundi,F,15-24,6,40.9
290,Burundi,F,25-34,6,41.3
290,Burundi,F,35-49,6,43.7
360,Burundi,M,15-24,2,43.7
360,Burundi,M,25-34,2,31.0
360,Burundi,M,35-49,2,26.3
80,Burundi,M,15-24,3,12.8
80,Burundi,M,25-34,3,8.7
80,Burundi,M,35-49,3,8.1
150,Burundi,M,15-24,4,20.7
150,Burundi,M,25-34,4,14.5
150,Burundi,M,35-49,4,14.9
220,Burundi,M,15-24,5,32.8
220,Burundi,M,25-34,5,23.8
220,Burundi,M,35-49,5,18.8
290,Burundi,M,15-24,6,18.7
290,Burundi,M,25-34,6,9.9
290,Burundi,M,35-49,6,9.6
11,Cambodia,F,15-24,1,9.4
11,Cambodia,F,25-34,1,10.1
11,Cambodia,F,35-49,1,15.8
11,Cambodia,M,25-34,1,1.0
11,Cambodia,M,15-24,1,2.1
11,Cambodia,M,35-49,1,2.4
361,Cambodia,F,15-24,2,44.9
361,Cambodia,F,25-34,2,48.7
361,Cambodia,F,35-49,2,56.1
81,Cambodia,F,15-24,3,20.2
81,Cambodia,F,25-34,3,21.7
81,Cambodia,F,35-49,3,29.9
151,Cambodia,F,15-24,4,25.3
151,Cambodia,F,25-34,4,30.3
151,Cambodia,F,35-49,4,38.5
221,Cambodia,F,15-24,5,39.0
221,Cambodia,F,25-34,5,43.5
221,Cambodia,F,35-49,5,48.7
291,Cambodia,F,15-24,6,8.9
291,Cambodia,F,25-34,6,11.0
291,Cambodia,F,35-49,6,18.6
361,Cambodia,M,15-24,2,24.9
361,Cambodia,M,25-34,2,23.9
361,Cambodia,M,35-49,2,29.4
81,Cambodia,M,15-24,3,10.6
81,Cambodia,M,25-34,3,8.9
81,Cambodia,M,35-49,3,14.1
151,Cambodia,M,15-24,4,10.5
151,Cambodia,M,25-34,4,11.7
151,Cambodia,M,35-49,4,15.4
221,Cambodia,M,15-24,5,17.3
221,Cambodia,M,25-34,5,18.2
221,Cambodia,M,35-49,5,22.0
291,Cambodia,M,15-24,6,3.6
291,Cambodia,M,25-34,6,2.3
291,Cambodia,M,35-49,6,5.7
12,Cameroon,F,25-34,1,12.0
12,Cameroon,F,35-49,1,14.1
12,Cameroon,F,15-24,1,14.4
12,Cameroon,M,35-49,1,6.7
12,Cameroon,M,25-34,1,7.5
12,Cameroon,M,15-24,1,11.4
362,Cameroon,F,15-24,2,48.9
362,Cameroon,F,25-34,2,43.5
362,Cameroon,F,35-49,2,45.8
82,Cameroon,F,15-24,3,20.5
82,Cameroon,F,25-34,3,20.0
82,Cameroon,F,35-49,3,22.1
152,Cameroon,F,15-24,4,26.0
152,Cameroon,F,25-34,4,25.3
152,Cameroon,F,35-49,4,28.9
222,Cameroon,F,15-24,5,39.6
222,Cameroon,F,25-34,5,34.9
222,Cameroon,F,35-49,5,36.7
292,Cameroon,F,15-24,6,12.4
292,Cameroon,F,25-34,6,13.8
292,Cameroon,F,35-49,6,17.1
362,Cameroon,M,15-24,2,42.9
362,Cameroon,M,25-34,2,36.5
362,Cameroon,M,35-49,2,34.5
82,Cameroon,M,15-24,3,19.4
82,Cameroon,M,25-34,3,16.8
82,Cameroon,M,35-49,3,15.7
152,Cameroon,M,15-24,4,22.0
152,Cameroon,M,25-34,4,20.3
152,Cameroon,M,35-49,4,21.2
222,Cameroon,M,15-24,5,32.0
222,Cameroon,M,25-34,5,27.9
222,Cameroon,M,35-49,5,24.9
292,Cameroon,M,15-24,6,8.6
292,Cameroon,M,25-34,6,7.3
292,Cameroon,M,35-49,6,6.6
13,Chad,F,35-49,1,47.4
13,Chad,F,15-24,1,47.7
13,Chad,F,25-34,1,50.5
13,Chad,M,35-49,1,24.0
13,Chad,M,25-34,1,28.6
13,Chad,M,15-24,1,29.3
363,Chad,F,15-24,2,72.2
363,Chad,F,25-34,2,76.1
363,Chad,F,35-49,2,72.5
83,Chad,F,15-24,3,47.8
83,Chad,F,25-34,3,52.0
83,Chad,F,35-49,3,50.1
153,Chad,F,15-24,4,56.2
153,Chad,F,25-34,4,62.3
153,Chad,F,35-49,4,59.1
223,Chad,F,15-24,5,57.9
223,Chad,F,25-34,5,62.6
223,Chad,F,35-49,5,59.0
293,Chad,F,15-24,6,37.2
293,Chad,F,25-34,6,43.3
293,Chad,F,35-49,6,42.2
363,Chad,M,15-24,2,53.2
363,Chad,M,25-34,2,50.5
363,Chad,M,35-49,2,46.8
83,Chad,M,15-24,3,24.4
83,Chad,M,25-34,3,20.8
83,Chad,M,35-49,3,20.6
153,Chad,M,15-24,4,30.0
153,Chad,M,25-34,4,28.1
153,Chad,M,35-49,4,25.7
223,Chad,M,15-24,5,38.4
223,Chad,M,25-34,5,37.3
223,Chad,M,35-49,5,34.8
293,Chad,M,15-24,6,25.9
293,Chad,M,25-34,6,22.9
293,Chad,M,35-49,6,21.5
14,Colombia,F,25-34,1,0.8
14,Colombia,F,15-24,1,1.2
14,Colombia,F,35-49,1,1.4
14,Colombia,M,35-49,1,1.0
14,Colombia,M,25-34,1,1.1
14,Colombia,M,15-24,1,1.4
364,Colombia,F,15-24,2,3.2
364,Colombia,F,25-34,2,2.7
364,Colombia,F,35-49,2,3.4
84,Colombia,F,15-24,3,1.3
84,Colombia,F,25-34,3,1.0
84,Colombia,F,35-49,3,1.4
154,Colombia,F,15-24,4,1.1
154,Colombia,F,25-34,4,1.1
154,Colombia,F,35-49,4,1.4
224,Colombia,F,15-24,5,2.3
224,Colombia,F,25-34,5,2.1
224,Colombia,F,35-49,5,2.7
294,Colombia,F,15-24,6,1.1
294,Colombia,F,25-34,6,0.8
294,Colombia,F,35-49,6,1.3
364,Colombia,M,15-24,2,4.8
364,Colombia,M,25-34,2,3.7
364,Colombia,M,35-49,2,4.0
84,Colombia,M,15-24,3,1.7
84,Colombia,M,25-34,3,1.2
84,Colombia,M,35-49,3,1.3
154,Colombia,M,15-24,4,1.7
154,Colombia,M,25-34,4,1.3
154,Colombia,M,35-49,4,1.3
224,Colombia,M,15-24,5,3.5
224,Colombia,M,25-34,5,2.8
224,Colombia,M,35-49,5,2.7
294,Colombia,M,15-24,6,1.6
294,Colombia,M,25-34,6,1.1
294,Colombia,M,35-49,6,1.2
15,Comoros,F,35-49,1,10.0
15,Comoros,F,25-34,1,11.6
15,Comoros,F,15-24,1,15.1
15,Comoros,M,35-49,1,0.9
15,Comoros,M,25-34,1,2.9
15,Comoros,M,15-24,1,4.8
365,Comoros,F,15-24,2,42.5
365,Comoros,F,25-34,2,36.0
365,Comoros,F,35-49,2,36.6
85,Comoros,F,15-24,3,18.1
85,Comoros,F,25-34,3,14.2
85,Comoros,F,35-49,3,13.4
155,Comoros,F,15-24,4,30.6
155,Comoros,F,25-34,4,26.4
155,Comoros,F,35-49,4,27.0
225,Comoros,F,15-24,5,32.9
225,Comoros,F,25-34,5,27.0
225,Comoros,F,35-49,5,27.7
295,Comoros,F,15-24,6,20.6
295,Comoros,F,25-34,6,19.9
295,Comoros,F,35-49,6,19.0
365,Comoros,M,15-24,2,26.0
365,Comoros,M,25-34,2,14.1
365,Comoros,M,35-49,2,8.4
85,Comoros,M,15-24,3,11.9
85,Comoros,M,25-34,3,4.8
85,Comoros,M,35-49,3,1.6
155,Comoros,M,15-24,4,10.8
155,Comoros,M,25-34,4,5.4
155,Comoros,M,35-49,4,3.3
225,Comoros,M,15-24,5,12.8
225,Comoros,M,25-34,5,4.6
225,Comoros,M,35-49,5,4.4
295,Comoros,M,15-24,6,10.1
295,Comoros,M,25-34,6,9.5
295,Comoros,M,35-49,6,3.8
16,Congo,F,15-24,1,0.0
16,Congo,F,25-34,1,0.0
16,Congo,F,35-49,1,0.0
16,Congo,M,15-24,1,0.0
16,Congo,M,25-34,1,0.0
16,Congo,M,35-49,1,0.0
366,Congo,F,15-24,2,64.0
366,Congo,F,25-34,2,58.9
366,Congo,F,35-49,2,58.0
86,Congo,F,15-24,3,0.0
86,Congo,F,25-34,3,0.0
86,Congo,F,35-49,3,0.0
156,Congo,F,15-24,4,42.8
156,Congo,F,25-34,4,39.9
156,Congo,F,35-49,4,39.2
226,Congo,F,15-24,5,50.9
226,Congo,F,25-34,5,44.9
226,Congo,F,35-49,5,43.3
296,Congo,F,15-24,6,24.9
296,Congo,F,25-34,6,25.9
296,Congo,F,35-49,6,28.9
366,Congo,M,15-24,2,48.9
366,Congo,M,25-34,2,42.9
366,Congo,M,35-49,2,36.2
86,Congo,M,15-24,3,0.0
86,Congo,M,25-34,3,0.0
86,Congo,M,35-49,3,0.0
156,Congo,M,15-24,4,24.1
156,Congo,M,25-34,4,21.2
156,Congo,M,35-49,4,21.1
226,Congo,M,15-24,5,35.8
226,Congo,M,25-34,5,32.2
226,Congo,M,35-49,5,25.1
296,Congo,M,15-24,6,15.1
296,Congo,M,25-34,6,14.1
296,Congo,M,35-49,6,10.2
17,Congo Democratic Republic,F,35-49,1,22.5
17,Congo Democratic Republic,F,25-34,1,23.9
17,Congo Democratic Republic,F,15-24,1,25.9
17,Congo Democratic Republic,M,35-49,1,10.7
17,Congo Democratic Republic,M,25-34,1,13.2
17,Congo Democratic Republic,M,15-24,1,19.8
367,Congo Democratic Republic,F,15-24,2,76.3
367,Congo Democratic Republic,F,25-34,2,75.2
367,Congo Democratic Republic,F,35-49,2,71.8
87,Congo Democratic Republic,F,15-24,3,59.7
87,Congo Democratic Republic,F,25-34,3,57.9
87,Congo Democratic Republic,F,35-49,3,54.3
157,Congo Democratic Republic,F,15-24,4,49.6
157,Congo Democratic Republic,F,25-34,4,50.5
157,Congo Democratic Republic,F,35-49,4,46.5
227,Congo Democratic Republic,F,15-24,5,52.6
227,Congo Democratic Republic,F,25-34,5,51.7
227,Congo Democratic Republic,F,35-49,5,49.2
297,Congo Democratic Republic,F,15-24,6,40.8
297,Congo Democratic Republic,F,25-34,6,46.1
297,Congo Democratic Republic,F,35-49,6,44.4
367,Congo Democratic Republic,M,15-24,2,67.6
367,Congo Democratic Republic,M,25-34,2,60.8
367,Congo Democratic Republic,M,35-49,2,52.2
87,Congo Democratic Republic,M,15-24,3,47.2
87,Congo Democratic Republic,M,25-34,3,42.6
87,Congo Democratic Republic,M,35-49,3,35.1
157,Congo Democratic Republic,M,15-24,4,38.1
157,Congo Democratic Republic,M,25-34,4,32.6
157,Congo Democratic Republic,M,35-49,4,25.1
227,Congo Democratic Republic,M,15-24,5,45.4
227,Congo Democratic Republic,M,25-34,5,40.7
227,Congo Democratic Republic,M,35-49,5,32.5
297,Congo Democratic Republic,M,15-24,6,26.6
297,Congo Democratic Republic,M,25-34,6,21.4
297,Congo Democratic Republic,M,35-49,6,20.8
18,Cote d'Ivoire,F,15-24,1,16.0
18,Cote d'Ivoire,F,25-34,1,16.4
18,Cote d'Ivoire,F,35-49,1,16.9
18,Cote d'Ivoire,M,35-49,1,7.7
18,Cote d'Ivoire,M,25-34,1,11.2
