RecordID,Country,Gender,Age,Question Type,Value
18,Cote d'Ivoire,M,15-24,1,17.7
368,Cote d'Ivoire,F,15-24,2,50.6
368,Cote d'Ivoire,F,25-34,2,46.3
368,Cote d'Ivoire,F,35-49,2,45.9
88,Cote d'Ivoire,F,15-24,3,35.4
88,Cote d'Ivoire,F,25-34,3,33.8
88,Cote d'Ivoire,F,35-49,3,33.5
158,Cote d'Ivoire,F,15-24,4,25.9
158,Cote d'Ivoire,F,25-34,4,27.0
158,Cote d'Ivoire,F,35-49,4,26.9
228,Cote d'Ivoire,F,15-24,5,34.4
228,Cote d'Ivoire,F,25-34,5,31.7
228,Cote d'Ivoire,F,35-49,5,31.6
298,Cote d'Ivoire,F,15-24,6,20.2
298,Cote d'Ivoire,F,25-34,6,21.4
298,Cote d'Ivoire,F,35-49,6,23.6
368,Cote d'Ivoire,M,15-24,2,49.0
368,Cote d'Ivoire,M,25-34,2,42.8
368,Cote d'Ivoire,M,35-49,2,32.2
88,Cote d'Ivoire,M,15-24,3,30.6
88,Cote d'Ivoire,M,25-34,3,25.0
88,Cote d'Ivoire,M,35-49,3,20.3
158,Cote d'Ivoire,M,15-24,4,24.6
158,Cote d'Ivoire,M,25-34,4,22.0
158,Cote d'Ivoire,M,35-49,4,18.7
228,Cote d'Ivoire,M,15-24,5,33.5
228,Cote d'Ivoire,M,25-34,5,30.9
228,Cote d'Ivoire,M,35-49,5,20.6
298,Cote d'Ivoire,M,15-24,6,14.1
298,Cote d'Ivoire,M,25-34,6,11.4
298,Cote d'Ivoire,M,35-49,6,9.1
19,Dominican Republic,F,25-34,1,0.4
19,Dominican Republic,F,15-24,1,0.7
19,Dominican Republic,F,35-49,1,0.7
19,Dominican Republic,M,35-49,1,0.5
19,Dominican Republic,M,25-34,1,0.7
19,Dominican Republic,M,15-24,1,1.4
369,Dominican Republic,F,15-24,2,2.9
369,Dominican Republic,F,25-34,2,2.3
369,Dominican Republic,F,35-49,2,1.8
89,Dominican Republic,F,15-24,3,0.8
89,Dominican Republic,F,25-34,3,0.6
89,Dominican Republic,F,35-49,3,0.6
159,Dominican Republic,F,15-24,4,0.7
159,Dominican Republic,F,25-34,4,1.1
159,Dominican Republic,F,35-49,4,0.7
229,Dominican Republic,F,15-24,5,1.9
229,Dominican Republic,F,25-34,5,1.7
229,Dominican Republic,F,35-49,5,1.5
299,Dominican Republic,F,15-24,6,0.5
299,Dominican Republic,F,25-34,6,0.3
299,Dominican Republic,F,35-49,6,0.3
369,Dominican Republic,M,15-24,2,6.2
369,Dominican Republic,M,25-34,2,3.6
369,Dominican Republic,M,35-49,2,2.2
89,Dominican Republic,M,15-24,3,1.5
89,Dominican Republic,M,25-34,3,1.0
89,Dominican Republic,M,35-49,3,0.6
159,Dominican Republic,M,15-24,4,3.4
159,Dominican Republic,M,25-34,4,1.9
159,Dominican Republic,M,35-49,4,1.1
229,Dominican Republic,M,15-24,5,3.6
229,Dominican Republic,M,25-34,5,2.1
229,Dominican Republic,M,35-49,5,1.0
299,Dominican Republic,M,15-24,6,0.8
299,Dominican Republic,M,25-34,6,0.9
299,Dominican Republic,M,35-49,6,0.2
20,Egypt,F,25-34,1,6.5
20,Egypt,F,15-24,1,7.3
20,Egypt,F,35-49,1,7.3
20,Egypt,M,15-24,1,0.0
20,Egypt,M,25-34,1,0.0
20,Egypt,M,35-49,1,0.0
370,Egypt,F,15-24,2,40.5
370,Egypt,F,25-34,2,33.7
370,Egypt,F,35-49,2,35.5
90,Egypt,F,15-24,3,14.4
90,Egypt,F,25-34,3,11.5
90,Egypt,F,35-49,3,13.3
160,Egypt,F,15-24,4,29.1
160,Egypt,F,25-34,4,23.5
160,Egypt,F,35-49,4,26.0
230,Egypt,F,15-24,5,27.6
230,Egypt,F,25-34,5,22.2
230,Egypt,F,35-49,5,24.6
300,Egypt,F,15-24,6,20.6
300,Egypt,F,25-34,6,18.3
300,Egypt,F,35-49,6,21.2
370,Egypt,M,15-24,2,0.0
370,Egypt,M,25-34,2,0.0
370,Egypt,M,35-49,2,0.0
90,Egypt,M,15-24,3,0.0
90,Egypt,M,25-34,3,0.0
90,Egypt,M,35-49,3,0.0
160,Egypt,M,15-24,4,0.0
160,Egypt,M,25-34,4,0.0
160,Egypt,M,35-49,4,0.0
230,Egypt,M,15-24,5,0.0
230,Egypt,M,25-34,5,0.0
230,Egypt,M,35-49,5,0.0
300,Egypt,M,15-24,6,0.0
300,Egypt,M,25-34,6,0.0
300,Egypt,M,35-49,6,0.0
21,Eritrea,F,25-34,1,27.4
21,Eritrea,F,15-24,1,29.3
21,Eritrea,F,35-49,1,30.7
21,Eritrea,M,15-24,1,0.0
21,Eritrea,M,25-34,1,0.0
21,Eritrea,M,35-49,1,0.0
371,Eritrea,F,15-24,2,69.4
371,Eritrea,F,25-34,2,70.1
371,Eritrea,F,35-49,2,73.0
91,Eritrea,F,15-24,3,42.6
91,Eritrea,F,25-34,3,44.5
91,Eritrea,F,35-49,3,47.2
161,Eritrea,F,15-24,4,49.5
161,Eritrea,F,25-34,4,51.4
161,Eritrea,F,35-49,4,54.7
231,Eritrea,F,15-24,5,50.6
231,Eritrea,F,25-34,5,50.2
231,Eritrea,F,35-49,5,52.2
301,Eritrea,F,15-24,6,43.6
301,Eritrea,F,25-34,6,48.3
301,Eritrea,F,35-49,6,53.1
371,Eritrea,M,15-24,2,0.0
371,Eritrea,M,25-34,2,0.0
371,Eritrea,M,35-49,2,0.0
91,Eritrea,M,15-24,3,0.0
91,Eritrea,M,25-34,3,0.0
91,Eritrea,M,35-49,3,0.0
161,Eritrea,M,15-24,4,0.0
161,Eritrea,M,25-34,4,0.0
161,Eritrea,M,35-49,4,0.0
231,Eritrea,M,15-24,5,0.0
231,Eritrea,M,25-34,5,0.0
231,Eritrea,M,35-49,5,0.0
301,Eritrea,M,15-24,6,0.0
301,Eritrea,M,25-34,6,0.0
301,Eritrea,M,35-49,6,0.0
22,Eswatini,F,35-49,1,2.0
22,Eswatini,F,25-34,1,2.4
22,Eswatini,F,15-24,1,3.7
22,Eswatini,M,25-34,1,1.5
22,Eswatini,M,35-49,1,2.7
22,Eswatini,M,15-24,1,6.1
372,Eswatini,F,15-24,2,31.5
372,Eswatini,F,25-34,2,15.7
372,Eswatini,F,35-49,2,16.2
92,Eswatini,F,15-24,3,23.4
92,Eswatini,F,25-34,3,11.7
92,Eswatini,F,35-49,3,11.5
162,Eswatini,F,15-24,4,13.5
162,Eswatini,F,25-34,4,4.5
162,Eswatini,F,35-49,4,6.6
232,Eswatini,F,15-24,5,17.0
232,Eswatini,F,25-34,5,6.3
232,Eswatini,F,35-49,5,5.7
302,Eswatini,F,15-24,6,3.2
302,Eswatini,F,25-34,6,3.2
302,Eswatini,F,35-49,6,3.6
372,Eswatini,M,15-24,2,41.7
372,Eswatini,M,25-34,2,21.9
372,Eswatini,M,35-49,2,16.7
92,Eswatini,M,15-24,3,30.5
92,Eswatini,M,25-34,3,15.7
92,Eswatini,M,35-49,3,11.6
162,Eswatini,M,15-24,4,20.3
162,Eswatini,M,25-34,4,9.9
162,Eswatini,M,35-49,4,7.4
232,Eswatini,M,15-24,5,21.5
232,Eswatini,M,25-34,5,9.0
232,Eswatini,M,35-49,5,6.9
302,Eswatini,M,15-24,6,4.4
302,Eswatini,M,25-34,6,2.6
302,Eswatini,M,35-49,6,3.2
23,Ethiopia,F,15-24,1,36.4
23,Ethiopia,F,25-34,1,40.6
23,Ethiopia,F,35-49,1,43.5
23,Ethiopia,M,25-34,1,10.3
23,Ethiopia,M,35-49,1,11.2
23,Ethiopia,M,15-24,1,13.1
373,Ethiopia,F,15-24,2,60.3
373,Ethiopia,F,25-34,2,63.9
373,Ethiopia,F,35-49,2,65.8
93,Ethiopia,F,15-24,3,38.6
93,Ethiopia,F,25-34,3,43.6
93,Ethiopia,F,35-49,3,45.6
163,Ethiopia,F,15-24,4,39.1
163,Ethiopia,F,25-34,4,46.0
163,Ethiopia,F,35-49,4,46.1
233,Ethiopia,F,15-24,5,45.0
233,Ethiopia,F,25-34,5,48.7
233,Ethiopia,F,35-49,5,49.5
303,Ethiopia,F,15-24,6,29.1
303,Ethiopia,F,25-34,6,37.5
303,Ethiopia,F,35-49,6,39.4
373,Ethiopia,M,15-24,2,31.4
373,Ethiopia,M,25-34,2,23.4
373,Ethiopia,M,35-49,2,27.4
93,Ethiopia,M,15-24,3,18.0
93,Ethiopia,M,25-34,3,13.2
93,Ethiopia,M,35-49,3,16.4
163,Ethiopia,M,15-24,4,17.0
163,Ethiopia,M,25-34,4,14.8
163,Ethiopia,M,35-49,4,18.6
233,Ethiopia,M,15-24,5,21.8
233,Ethiopia,M,25-34,5,15.9
233,Ethiopia,M,35-49,5,19.0
303,Ethiopia,M,15-24,6,14.1
303,Ethiopia,M,25-34,6,11.4
303,Ethiopia,M,35-49,6,11.9
24,Gabon,F,25-34,1,9.8
24,Gabon,F,15-24,1,10.6
24,Gabon,F,35-49,1,11.7
24,Gabon,M,35-49,1,5.2
24,Gabon,M,25-34,1,6.6
24,Gabon,M,15-24,1,8.5
374,Gabon,F,15-24,2,55.0
374,Gabon,F,25-34,2,46.2
374,Gabon,F,35-49,2,47.9
94,Gabon,F,15-24,3,27.0
94,Gabon,F,25-34,3,23.6
94,Gabon,F,35-49,3,27.6
164,Gabon,F,15-24,4,17.9
164,Gabon,F,25-34,4,18.1
164,Gabon,F,35-49,4,21.8
234,Gabon,F,15-24,5,45.0
234,Gabon,F,25-34,5,36.6
234,Gabon,F,35-49,5,37.3
304,Gabon,F,15-24,6,6.0
304,Gabon,F,25-34,6,9.5
304,Gabon,F,35-49,6,12.2
374,Gabon,M,15-24,2,44.1
374,Gabon,M,25-34,2,41.5
374,Gabon,M,35-49,2,33.3
94,Gabon,M,15-24,3,22.5
94,Gabon,M,25-34,3,19.7
94,Gabon,M,35-49,3,16.2
164,Gabon,M,15-24,4,14.9
164,Gabon,M,25-34,4,14.4
164,Gabon,M,35-49,4,12.8
234,Gabon,M,15-24,5,32.8
234,Gabon,M,25-34,5,31.2
234,Gabon,M,35-49,5,22.9
304,Gabon,M,15-24,6,7.4
304,Gabon,M,25-34,6,5.1
304,Gabon,M,35-49,6,5.0
25,Gambia,F,25-34,1,9.1
25,Gambia,F,35-49,1,10.0
25,Gambia,F,15-24,1,12.0
25,Gambia,M,35-49,1,3.1
25,Gambia,M,25-34,1,4.3
25,Gambia,M,15-24,1,9.1
375,Gambia,F,15-24,2,57.6
375,Gambia,F,25-34,2,58.7
375,Gambia,F,35-49,2,59.6
95,Gambia,F,15-24,3,24.9
95,Gambia,F,25-34,3,23.8
95,Gambia,F,35-49,3,22.9
165,Gambia,F,15-24,4,41.3
165,Gambia,F,25-34,4,42.3
165,Gambia,F,35-49,4,42.8
235,Gambia,F,15-24,5,36.3
235,Gambia,F,25-34,5,34.1
235,Gambia,F,35-49,5,34.8
305,Gambia,F,15-24,6,42.5
305,Gambia,F,25-34,6,46.0
305,Gambia,F,35-49,6,47.1
375,Gambia,M,15-24,2,38.8
375,Gambia,M,25-34,2,30.5
375,Gambia,M,35-49,2,25.0
95,Gambia,M,15-24,3,14.3
95,Gambia,M,25-34,3,9.7
95,Gambia,M,35-49,3,7.7
165,Gambia,M,15-24,4,26.2
165,Gambia,M,25-34,4,17.4
165,Gambia,M,35-49,4,14.5
235,Gambia,M,15-24,5,22.4
235,Gambia,M,25-34,5,16.9
235,Gambia,M,35-49,5,14.5
305,Gambia,M,15-24,6,23.4
305,Gambia,M,25-34,6,16.3
305,Gambia,M,35-49,6,14.8
26,Ghana,F,35-49,1,6.5
26,Ghana,F,25-34,1,6.8
26,Ghana,F,15-24,1,8.9
26,Ghana,M,35-49,1,1.3
26,Ghana,M,25-34,1,1.7
26,Ghana,M,15-24,1,5.2
376,Ghana,F,15-24,2,31.8
376,Ghana,F,25-34,2,25.3
376,Ghana,F,35-49,2,27.5
96,Ghana,F,15-24,3,16.7
96,Ghana,F,25-34,3,14.8
96,Ghana,F,35-49,3,15.3
166,Ghana,F,15-24,4,17.9
166,Ghana,F,25-34,4,14.8
166,Ghana,F,35-49,4,16.7
236,Ghana,F,15-24,5,23.6
236,Ghana,F,25-34,5,18.9
236,Ghana,F,35-49,5,20.2
306,Ghana,F,15-24,6,12.0
306,Ghana,F,25-34,6,12.5
306,Ghana,F,35-49,6,12.1
376,Ghana,M,15-24,2,18.8
376,Ghana,M,25-34,2,10.2
376,Ghana,M,35-49,2,8.8
96,Ghana,M,15-24,3,9.0
96,Ghana,M,25-34,3,3.9
96,Ghana,M,35-49,3,4.1
166,Ghana,M,15-24,4,9.9
166,Ghana,M,25-34,4,5.2
166,Ghana,M,35-49,4,4.2
236,Ghana,M,15-24,5,11.8
236,Ghana,M,25-34,5,7.6
236,Ghana,M,35-49,5,5.4
306,Ghana,M,15-24,6,7.0
306,Ghana,M,25-34,6,3.4
306,Ghana,M,35-49,6,3.5
27,Guatemala,F,25-34,1,3.4
27,Guatemala,F,15-24,1,4.4
27,Guatemala,F,35-49,1,4.7
27,Guatemala,M,25-34,1,0.5
27,Guatemala,M,35-49,1,0.5
27,Guatemala,M,15-24,1,2.3
377,Guatemala,F,15-24,2,11.7
377,Guatemala,F,25-34,2,9.4
377,Guatemala,F,35-49,2,11.6
97,Guatemala,F,15-24,3,3.3
97,Guatemala,F,25-34,3,2.7
97,Guatemala,F,35-49,3,3.8
167,Guatemala,F,15-24,4,3.7
167,Guatemala,F,25-34,4,3.1
167,Guatemala,F,35-49,4,3.8
237,Guatemala,F,15-24,5,8.2
237,Guatemala,F,25-34,5,6.7
237,Guatemala,F,35-49,5,7.6
307,Guatemala,F,15-24,6,2.5
307,Guatemala,F,25-34,6,2.1
307,Guatemala,F,35-49,6,2.6
377,Guatemala,M,15-24,2,10.5
377,Guatemala,M,25-34,2,4.5
377,Guatemala,M,35-49,2,4.9
97,Guatemala,M,15-24,3,3.9
97,Guatemala,M,25-34,3,1.1
97,Guatemala,M,35-49,3,1.8
167,Guatemala,M,15-24,4,2.8
167,Guatemala,M,25-34,4,1.3
167,Guatemala,M,35-49,4,1.6
237,Guatemala,M,15-24,5,6.6
237,Guatemala,M,25-34,5,2.5
237,Guatemala,M,35-49,5,2.5
307,Guatemala,M,15-24,6,1.7
307,Guatemala,M,25-34,6,1.2
307,Guatemala,M,35-49,6,1.3
28,Guinea,F,15-24,1,22.0
28,Guinea,F,25-34,1,24.1
28,Guinea,F,35-49,1,25.1
28,Guinea,M,25-34,1,13.9
28,Guinea,M,35-49,1,14.6
28,Guinea,M,15-24,1,20.7
378,Guinea,F,15-24,2,65.1
378,Guinea,F,25-34,2,69.4
378,Guinea,F,35-49,2,67.9
98,Guinea,F,15-24,3,47.2
98,Guinea,F,25-34,3,49.5
98,Guinea,F,35-49,3,51.0
168,Guinea,F,15-24,4,51.3
168,Guinea,F,25-34,4,55.5
168,Guinea,F,35-49,4,55.6
238,Guinea,F,15-24,5,50.4
238,Guinea,F,25-34,5,53.6
238,Guinea,F,35-49,5,53.7
308,Guinea,F,15-24,6,42.3
308,Guinea,F,25-34,6,51.5
308,Guinea,F,35-49,6,51.0
378,Guinea,M,15-24,2,56.0
378,Guinea,M,25-34,2,57.1
378,Guinea,M,35-49,2,53.2
98,Guinea,M,15-24,3,34.4
98,Guinea,M,25-34,3,32.0
98,Guinea,M,35-49,3,29.9
168,Guinea,M,15-24,4,37.4
168,Guinea,M,25-34,4,39.1
168,Guinea,M,35-49,4,36.8
238,Guinea,M,15-24,5,43.3
238,Guinea,M,25-34,5,43.8
238,Guinea,M,35-49,5,42.9
308,Guinea,M,15-24,6,26.0
308,Guinea,M,25-34,6,24.4
308,Guinea,M,35-49,6,25.9
29,Guyana,F,15-24,1,3.3
29,Guyana,F,35-49,1,3.5
29,Guyana,F,25-34,1,3.8
29,Guyana,M,25-34,1,3.1
29,Guyana,M,35-49,1,3.6
29,Guyana,M,15-24,1,4.7
379,Guyana,F,15-24,2,16.5
379,Guyana,F,25-34,2,15.4
379,Guyana,F,35-49,2,16.6
99,Guyana,F,15-24,3,6.2
99,Guyana,F,25-34,3,6.8
99,Guyana,F,35-49,3,7.1
169,Guyana,F,15-24,4,5.0
169,Guyana,F,25-34,4,6.6
169,Guyana,F,35-49,4,5.9
239,Guyana,F,15-24,5,11.7
239,Guyana,F,25-34,5,11.2
239,Guyana,F,35-49,5,11.9
309,Guyana,F,15-24,6,3.3
309,Guyana,F,25-34,6,4.9
309,Guyana,F,35-49,6,4.9
379,Guyana,M,15-24,2,23.0
379,Guyana,M,25-34,2,15.6
379,Guyana,M,35-49,2,18.6
99,Guyana,M,15-24,3,8.4
99,Guyana,M,25-34,3,6.0
99,Guyana,M,35-49,3,8.6
169,Guyana,M,15-24,4,7.7
169,Guyana,M,25-34,4,6.2
169,Guyana,M,35-49,4,6.2
239,Guyana,M,15-24,5,16.9
239,Guyana,M,25-34,5,9.6
239,Guyana,M,35-49,5,12.7
309,Guyana,M,15-24,6,4.6
309,Guyana,M,25-34,6,3.3
309,Guyana,M,35-49,6,2.8
30,Haiti,F,25-34,1,2.7
30,Haiti,F,35-49,1,3.1
30,Haiti,F,15-24,1,5.5
30,Haiti,M,35-49,1,0.9
30,Haiti,M,25-34,1,1.3
30,Haiti,M,15-24,1,2.6
380,Haiti,F,15-24,2,19.3
380,Haiti,F,25-34,2,14.2
380,Haiti,F,35-49,2,15.1
100,Haiti,F,15-24,3,2.7
100,Haiti,F,25-34,3,2.2
100,Haiti,F,35-49,3,2.5
170,Haiti,F,15-24,4,12.6
170,Haiti,F,25-34,4,10.1
170,Haiti,F,35-49,4,10.2
240,Haiti,F,15-24,5,12.4
240,Haiti,F,25-34,5,8.3
240,Haiti,F,35-49,5,8.5
310,Haiti,F,15-24,6,4.7
310,Haiti,F,25-34,6,4.1
310,Haiti,F,35-49,6,5.5
380,Haiti,M,15-24,2,14.1
380,Haiti,M,25-34,2,9.1
380,Haiti,M,35-49,2,7.3
100,Haiti,M,15-24,3,2.2
100,Haiti,M,25-34,3,1.4
100,Haiti,M,35-49,3,0.8
170,Haiti,M,15-24,4,8.2
170,Haiti,M,25-34,4,6.3
170,Haiti,M,35-49,4,5.1
240,Haiti,M,15-24,5,8.9
240,Haiti,M,25-34,5,4.1
240,Haiti,M,35-49,5,3.6
310,Haiti,M,15-24,6,3.3
310,Haiti,M,25-34,6,1.8
310,Haiti,M,35-49,6,1.9
31,Honduras,F,25-34,1,3.9
31,Honduras,F,35-49,1,4.2
31,Honduras,F,15-24,1,4.5
31,Honduras,M,35-49,1,1.4
31,Honduras,M,25-34,1,2.7
31,Honduras,M,15-24,1,4.6
381,Honduras,F,15-24,2,13.2
381,Honduras,F,25-34,2,11.1
381,Honduras,F,35-49,2,12.5
101,Honduras,F,15-24,3,5.1
101,Honduras,F,25-34,3,4.5
101,Honduras,F,35-49,3,4.8
171,Honduras,F,15-24,4,4.5
171,Honduras,F,25-34,4,3.9
171,Honduras,F,35-49,4,4.6
241,Honduras,F,15-24,5,10.1
241,Honduras,F,25-34,5,8.8
241,Honduras,F,35-49,5,9.3
311,Honduras,F,15-24,6,2.3
311,Honduras,F,25-34,6,2.0
311,Honduras,F,35-49,6,2.6
381,Honduras,M,15-24,2,13.6
381,Honduras,M,25-34,2,7.8
381,Honduras,M,35-49,2,6.9
101,Honduras,M,15-24,3,6.0
101,Honduras,M,25-34,3,2.7
101,Honduras,M,35-49,3,2.9
171,Honduras,M,15-24,4,4.3
171,Honduras,M,25-34,4,2.4
171,Honduras,M,35-49,4,2.0
241,Honduras,M,15-24,5,10.2
241,Honduras,M,25-34,5,4.8
241,Honduras,M,35-49,5,5.4
311,Honduras,M,15-24,6,4.1
311,Honduras,M,25-34,6,1.5
311,Honduras,M,35-49,6,1.1
32,India,F,15-24,1,17.5
32,India,F,25-34,1,18.8
32,India,F,35-49,1,21.1
32,India,M,35-49,1,9.2
32,India,M,25-34,1,10.2
32,India,M,15-24,1,11.2
382,India,F,15-24,2,41.6
382,India,F,25-34,2,44.7
382,India,F,35-49,2,47.7
102,India,F,15-24,3,26.4
102,India,F,25-34,3,29.1
102,India,F,35-49,3,31.7
172,India,F,15-24,4,23.6
172,India,F,25-34,4,26.2
172,India,F,35-49,4,28.6
242,India,F,15-24,5,30.4
242,India,F,25-34,5,32.8
242,India,F,35-49,5,35.1
312,India,F,15-24,6,11.4
312,India,F,25-34,6,13.4
312,India,F,35-49,6,15.1
382,India,M,15-24,2,33.7
382,India,M,25-34,2,31.3
382,India,M,35-49,2,30.6
102,India,M,15-24,3,22.4
102,India,M,25-34,3,19.6
102,India,M,35-49,3,19.3
172,India,M,15-24,4,17.5
172,India,M,25-34,4,15.5
172,India,M,35-49,4,14.9
242,India,M,15-24,5,20.7
242,India,M,25-34,5,19.9
242,India,M,35-49,5,18.9
312,India,M,15-24,6,10.3
312,India,M,25-34,6,8.6
312,India,M,35-49,6,8.1
33,Indonesia,F,25-34,1,2.1
33,Indonesia,F,35-49,1,2.5
33,Indonesia,F,15-24,1,3.1
33,Indonesia,M,15-24,1,0.8
33,Indonesia,M,25-34,1,0.8
33,Indonesia,M,35-49,1,0.9
383,Indonesia,F,15-24,2,42.2
383,Indonesia,F,25-34,2,34.5
383,Indonesia,F,35-49,2,28.9
103,Indonesia,F,15-24,3,6.9
103,Indonesia,F,25-34,3,5.1
103,Indonesia,F,35-49,3,5.2
173,Indonesia,F,15-24,4,26.9
173,Indonesia,F,25-34,4,24.8
173,Indonesia,F,35-49,4,21.4
243,Indonesia,F,15-24,5,34.3
243,Indonesia,F,25-34,5,27.6
243,Indonesia,F,35-49,5,22.0
313,Indonesia,F,15-24,6,10.3
313,Indonesia,F,25-34,6,8.7
313,Indonesia,F,35-49,6,8.1
383,Indonesia,M,15-24,2,24.8
383,Indonesia,M,25-34,2,20.1
383,Indonesia,M,35-49,2,16.7
103,Indonesia,M,15-24,3,4.4
103,Indonesia,M,25-34,3,4.3
103,Indonesia,M,35-49,3,2.8
173,Indonesia,M,15-24,4,12.4
173,Indonesia,M,25-34,4,12.6
173,Indonesia,M,35-49,4,12.0
243,Indonesia,M,15-24,5,18.3
243,Indonesia,M,25-34,5,15.0
243,Indonesia,M,35-49,5,10.7
313,Indonesia,M,15-24,6,3.7
313,Indonesia,M,25-34,6,3.4
313,Indonesia,M,35-49,6,3.0
34,Jordan,F,15-24,1,1.8
34,Jordan,F,35-49,1,2.3
384,Jordan,F,15-24,2,15.7
384,Jordan,F,25-34,2,14.6
384,Jordan,F,35-49,2,13.4
104,Jordan,F,15-24,3,6.8
104,Jordan,F,25-34,3,6.1
104,Jordan,F,35-49,3,5.6
34,Jordan,F,25-34,1,2.7
174,Jordan,F,15-24,4,9.5
174,Jordan,F,25-34,4,7.2
174,Jordan,F,35-49,4,6.5
244,Jordan,F,15-24,5,5.8
244,Jordan,F,25-34,5,7.3
244,Jordan,F,35-49,5,6.6
314,Jordan,F,15-24,6,0.0
314,Jordan,F,25-34,6,0.0
314,Jordan,F,35-49,6,0.0
384,Jordan,M,15-24,2,33.1
384,Jordan,M,25-34,2,31.8
384,Jordan,M,35-49,2,25.1
104,Jordan,M,15-24,3,19.8
104,Jordan,M,25-34,3,18.2
104,Jordan,M,35-49,3,13.8
34,Jordan,M,15-24,1,12.0
34,Jordan,M,25-34,1,6.8
34,Jordan,M,35-49,1,4.8
174,Jordan,M,15-24,4,21.1
174,Jordan,M,25-34,4,18.4
174,Jordan,M,35-49,4,15.2
244,Jordan,M,15-24,5,15.6
244,Jordan,M,25-34,5,13.5
244,Jordan,M,35-49,5,9.6
314,Jordan,M,15-24,6,0.0
314,Jordan,M,25-34,6,0.0
314,Jordan,M,35-49,6,0.0
385,Kenya,F,15-24,2,42.0
385,Kenya,F,25-34,2,39.8
385,Kenya,F,35-49,2,44.0
105,Kenya,F,15-24,3,20.9
105,Kenya,F,25-34,3,20.1
105,Kenya,F,35-49,3,22.1
35,Kenya,F,15-24,1,7.0
35,Kenya,F,25-34,1,6.4
35,Kenya,F,35-49,1,7.9
175,Kenya,F,15-24,4,21.5
175,Kenya,F,25-34,4,21.1
175,Kenya,F,35-49,4,23.0
245,Kenya,F,15-24,5,33.1
245,Kenya,F,25-34,5,31.7
245,Kenya,F,35-49,5,35.4
315,Kenya,F,15-24,6,12.2
315,Kenya,F,25-34,6,14.4
315,Kenya,F,35-49,6,19.9
385,Kenya,M,15-24,2,38.6
385,Kenya,M,25-34,2,36.2
385,Kenya,M,35-49,2,33.6
105,Kenya,M,15-24,3,20.7
105,Kenya,M,25-34,3,20.9
105,Kenya,M,35-49,3,19.8
35,Kenya,M,15-24,1,5.2
35,Kenya,M,25-34,1,4.6
35,Kenya,M,35-49,1,3.6
175,Kenya,M,15-24,4,18.1
175,Kenya,M,25-34,4,18.9
175,Kenya,M,35-49,4,18.6
245,Kenya,M,15-24,5,27.9
245,Kenya,M,25-34,5,28.6
245,Kenya,M,35-49,5,25.3
315,Kenya,M,15-24,6,10.6
315,Kenya,M,25-34,6,9.6
315,Kenya,M,35-49,6,9.2
386,Kyrgyz Republic,F,15-24,2,27.9
386,Kyrgyz Republic,F,25-34,2,38.0
386,Kyrgyz Republic,F,35-49,2,36.8
